workload,SLA,N,required_pass_count,matched_candidate_count,matched_points,runtime_ratio_median,runtime_ratio_P95,runtime_ratio_min,runtime_ratio_max,cost_pass,cost_na_reason,G0_nontrivial_service_pass,G0_paired_relevant_coverage_pass,G0_zero_observed_optimistic_pass,G0_sampled_capacity_pass,G0_request_error_pass,G0_original_recommendation_pass,G0_service_relevant_points,G0_paired_relevant_points,G0_O,G0_approved_decidable,G0_optimistic_approval_fraction,G0_unverified_approvals,G0_E_approval_coverage,G0_all_capacities_identified,G0_max_absolute_relative_capacity_gap,G0_B_R,G0_E_L,G0_R_attainment,G0_recommendation_safe,G0_safe_usable_loss,G0_right_censored_candidates,G0_NA_reasons,G0_capacity_bounds,G0_TTFT_P90_normalized_absolute,G0_TTFT_median_signed_normalized,G0_TTFT_valid_points,G0_TTFT_na_reason,G0_TPOT_P90_normalized_absolute,G0_TPOT_median_signed_normalized,G0_TPOT_valid_points,G0_TPOT_na_reason,G1_nontrivial_service_pass,G1_paired_relevant_coverage_pass,G1_zero_observed_optimistic_pass,G1_sampled_capacity_pass,G1_request_error_pass,G1_original_recommendation_pass,G1_service_relevant_points,G1_paired_relevant_points,G1_O,G1_approved_decidable,G1_optimistic_approval_fraction,G1_unverified_approvals,G1_E_approval_coverage,G1_all_capacities_identified,G1_max_absolute_relative_capacity_gap,G1_B_R,G1_E_L,G1_R_attainment,G1_recommendation_safe,G1_safe_usable_loss,G1_right_censored_candidates,G1_NA_reasons,G1_capacity_bounds,G1_TTFT_P90_normalized_absolute,G1_TTFT_median_signed_normalized,G1_TTFT_valid_points,G1_TTFT_na_reason,G1_TPOT_P90_normalized_absolute,G1_TPOT_median_signed_normalized,G1_TPOT_valid_points,G1_TPOT_na_reason,screen_status,failed_or_unassessed_dimensions
h102,S5,54,49,5,30,540.84137935155,735.5757717859632,324.8869434122703,741.4498223248464,True,,True,True,True,,True,True,125,125,0,125,0.0,0,0.3246753246753247,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.012799065402608297,-0.009542731313975613,125,,0.00019675743187212252,-0.00019675738483835675,125,,True,True,False,,True,False,153,153,3,153,0.0196078431372549,0,0.3686746987951807,False,,0.181019336,0.181019336,0.6296296296296297,False,1.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.181019336,65.536],""-1"":[0.181019336,65.536],""0"":[0.181019336,65.536],""1"":[0.128,65.536],""2"":[0.128,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.128,0.128],""0"":[0.128,0.128],""1"":[0.128,0.128],""2"":[0.090509668,0.090509668]}}",0.029498466508466475,-0.004299148026196538,153,,0.009772009912572082,-0.00019675737955064204,153,,fail,"[""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h102,S6,54,49,5,30,540.84137935155,735.5757717859632,324.8869434122703,741.4498223248464,True,,True,True,False,,True,True,140,140,1,140,0.007142857142857143,0,0.36363636363636365,False,,0.4305389646,0.4305389646,0.9629629629629629,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.4305389646,65.536],""-1"":[0.4305389646,65.536],""0"":[0.4305389646,65.536],""1"":[0.4305389646,65.536],""2"":[0.4305389646,65.536]},""R"":{""-2"":[0.4305389646,0.4305389646],""-1"":[0.4305389646,0.4305389646],""0"":[0.4305389646,0.4305389646],""1"":[0.4305389646,0.4305389646],""2"":[0.362038672,0.362038672]}}",0.03099994116284203,-0.004328661629187991,140,,0.014579982831767924,-0.00011805443092061108,140,,True,True,False,,True,True,170,170,1,170,0.0058823529411764705,0,0.40963855421686746,False,,0.4305389646,0.4305389646,0.9629629629629629,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.4305389646,65.536],""-1"":[0.4305389646,65.536],""0"":[0.4305389646,65.536],""1"":[0.4305389646,65.536],""2"":[0.4305389646,65.536]},""R"":{""-2"":[0.4305389646,0.4305389646],""-1"":[0.4305389646,0.4305389646],""0"":[0.4305389646,0.4305389646],""1"":[0.4305389646,0.4305389646],""2"":[0.362038672,0.362038672]}}",0.03438207559693751,-0.0038466061332655954,170,,0.026328646939828615,-0.00011805442773038521,170,,fail,"[""G0:zero_observed_optimistic failed"",""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable""]"
h103,S1,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h103,S2,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h103,S3,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h103,S4,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,True,True,True,,True,True,83,83,0,82,0.0,0,0.2342857142857143,False,,0.064,0.064,0.9333333333333333,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.016,65.536],""1"":[0.016,65.536],""2"":[0.016,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.016,0.016],""2"":[0.016,0.016]}}",0.017472052383766368,-0.009946083873766534,83,,0.0010861735182184917,-0.00023610881010149853,83,,True,True,True,,True,True,95,95,0,91,0.0,0,0.2394736842105263,False,,0.090509668,0.090509668,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.090509668,65.536],""-1"":[0.064,65.536],""0"":[0.045254834,65.536],""1"":[0.032,65.536],""2"":[0.032,65.536]},""R"":{""-2"":[0.090509668,0.090509668],""-1"":[0.090509668,0.090509668],""0"":[0.090509668,0.090509668],""1"":[0.045254834,0.045254834],""2"":[0.032,0.032]}}",0.026688863342324492,-0.009700137206285339,95,,0.0037628393253710257,-0.00023610880987456895,95,,not-assessable,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable""]"
h103,S5,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,True,True,True,,True,True,85,85,0,85,0.0,0,0.24285714285714285,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.02450488193165275,-0.009946083873577058,85,,0.001195879450156164,-0.0001967573417497685,85,,True,True,False,,True,False,106,106,1,105,0.009523809523809525,0,0.27631578947368424,False,,0.181019336,0.128,1.0,True,0.2928932188769049,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.128,65.536],""-1"":[0.128,65.536],""0"":[0.128,65.536],""1"":[0.128,65.536],""2"":[0.128,65.536]},""R"":{""-2"":[0.181019336,0.181019336],""-1"":[0.128,0.128],""0"":[0.128,0.128],""1"":[0.128,0.128],""2"":[0.090509668,0.090509668]}}",0.02893459021106537,-0.009700137189383895,106,,0.015583253318659323,-0.0001967573410414462,106,,fail,"[""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h103,S6,15,14,5,30,499.05445165564754,704.0947220519535,252.9696528460117,720.7803016937831,True,,True,True,False,,True,False,100,100,1,95,0.010526315789473684,0,0.2714285714285714,False,,0.7240773439,0.512,1.0,True,0.2928932187792487,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.512,65.536],""-1"":[0.512,65.536],""0"":[0.512,65.536],""1"":[0.512,65.536],""2"":[0.512,65.536]},""R"":{""-2"":[0.7240773439,0.7240773439],""-1"":[0.7240773439,0.7240773439],""0"":[0.7240773439,0.7240773439],""1"":[0.7240773439,0.7240773439],""2"":[0.7240773439,0.7240773439]}}",0.03645479949464914,-0.009700137189990224,100,,0.024192929820346043,-0.00011805440510748166,100,,True,True,False,,True,False,130,130,1,125,0.008,0,0.32894736842105265,False,,0.7240773439,0.512,1.0,True,0.2928932187792487,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.512,65.536],""-1"":[0.512,65.536],""0"":[0.512,65.536],""1"":[0.512,65.536],""2"":[0.512,65.536]},""R"":{""-2"":[0.7240773439,0.7240773439],""-1"":[0.7240773439,0.7240773439],""0"":[0.7240773439,0.7240773439],""1"":[0.7240773439,0.7240773439],""2"":[0.7240773439,0.7240773439]}}",0.03771089109049086,-0.0039941741366646966,130,,0.03232616736610694,-0.00011805440470880058,130,,fail,"[""G0:zero_observed_optimistic failed"",""G0:sampled_capacity not-assessable"",""G0:original_recommendation failed"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h104,S1,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h104,S2,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h104,S3,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h104,S4,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,True,True,True,,True,True,73,73,0,71,0.0,0,0.27307692307692305,False,,0.064,0.064,0.9876543209876543,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.016,65.536],""0"":[0.016,65.536],""1"":[0.016,65.536],""2"":[0.016,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.016,0.016],""2"":[0.016,0.016]}}",0.012791779652009913,-0.004326197568540617,73,,0.00023597454859825007,-0.00023597447036405317,73,,True,True,True,,True,False,88,88,0,83,0.0,0,0.28620689655172415,False,,0.090509668,0.064,0.9876543209876543,True,0.2928932188769049,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.045254834,65.536],""0"":[0.045254834,65.536],""1"":[0.032,65.536],""2"":[0.022627417,65.536]},""R"":{""-2"":[0.090509668,0.090509668],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.045254834,0.045254834],""2"":[0.032,0.032]}}",0.027329953799039686,-0.00398206821758625,88,,0.004527299546254415,-0.00023597445760970004,88,,fail,"[""G0:sampled_capacity not-assessable"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h104,S5,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,True,True,True,,True,True,75,75,0,75,0.0,0,0.28846153846153844,False,,0.064,0.064,1.0,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.064,65.536],""-1"":[0.064,65.536],""0"":[0.064,65.536],""1"":[0.064,65.536],""2"":[0.064,65.536]},""R"":{""-2"":[0.064,0.064],""-1"":[0.064,0.064],""0"":[0.064,0.064],""1"":[0.064,0.064],""2"":[0.064,0.064]}}",0.01746210655498241,-0.0042573717055347515,75,,0.000196645457242924,-0.00019664539196107,75,,True,True,False,,True,False,98,98,3,98,0.030612244897959183,0,0.33793103448275863,False,,0.128,0.128,0.7407407407407407,False,1.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.128,65.536],""-1"":[0.128,65.536],""0"":[0.128,65.536],""1"":[0.090509668,65.536],""2"":[0.090509668,65.536]},""R"":{""-2"":[0.128,0.128],""-1"":[0.090509668,0.090509668],""0"":[0.090509668,0.090509668],""1"":[0.090509668,0.090509668],""2"":[0.064,0.064]}}",0.03201353471411276,-0.003932906880474245,98,,0.0215196581024385,-0.00019664538128627562,98,,fail,"[""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable"",""G1:original_recommendation failed""]"
h104,S6,81,73,5,30,462.1954893275078,731.1216829829121,186.95780173615898,738.9305708489629,True,,True,True,False,,True,True,100,100,5,100,0.05,0,0.38461538461538464,False,,0.3044370215,0.3044370215,0.9382716049382716,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.3044370215,65.536],""-1"":[0.3044370215,65.536],""0"":[0.3044370215,65.536],""1"":[0.3044370215,65.536],""2"":[0.3044370215,65.536]},""R"":{""-2"":[0.3044370215,0.3044370215],""-1"":[0.3044370215,0.3044370215],""0"":[0.3044370215,0.3044370215],""1"":[0.3044370215,0.3044370215],""2"":[0.064,0.064]}}",0.03664111083600119,-0.003854248750333985,100,,0.08716385041940677,-0.00011798724164990837,100,,True,True,False,,True,True,130,130,5,130,0.038461538461538464,0,0.4482758620689655,False,,0.3044370215,0.3044370215,0.9382716049382716,True,0.0,0,"{""sampled_capacity"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0.3044370215,65.536],""-1"":[0.3044370215,65.536],""0"":[0.3044370215,65.536],""1"":[0.3044370215,65.536],""2"":[0.3044370215,65.536]},""R"":{""-2"":[0.3044370215,0.3044370215],""-1"":[0.3044370215,0.3044370215],""0"":[0.3044370215,0.3044370215],""1"":[0.3044370215,0.3044370215],""2"":[0.181019336,0.181019336]}}",0.03639530415406019,-0.0020352792671474162,130,,0.0884981104451561,-0.0001179872351910749,130,,fail,"[""G0:zero_observed_optimistic failed"",""G0:sampled_capacity not-assessable"",""G1:zero_observed_optimistic failed"",""G1:sampled_capacity not-assessable""]"
h105,S1,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h105,S2,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
h105,S3,14,13,5,30,460.6964186061023,708.1927502439883,210.64122573662445,734.4069495712331,True,,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,False,,True,,,,0,0,0,0,,0,0.0,False,,0,0,,,,0,"{""paired_relevant_coverage"":""no applicable or identifiable evidence"",""sampled_capacity"":""no applicable or identifiable evidence"",""request_error"":""no applicable or identifiable evidence"",""original_recommendation"":""no applicable or identifiable evidence""}","{""E"":{""-2"":[0,65.536],""-1"":[0,65.536],""0"":[0,65.536],""1"":[0,65.536],""2"":[0,65.536]},""R"":{""-2"":[0,0],""-1"":[0,0],""0"":[0,0],""1"":[0,0],""2"":[0,0]}}",,,0,empty applicable subset,,,0,empty applicable subset,fail,"[""G0:nontrivial_service failed"",""G0:paired_relevant_coverage not-assessable"",""G0:sampled_capacity not-assessable"",""G0:request_error not-assessable"",""G0:original_recommendation not-assessable"",""G1:nontrivial_service failed"",""G1:paired_relevant_coverage not-assessable"",""G1:sampled_capacity not-assessable"",""G1:request_error not-assessable"",""G1:original_recommendation not-assessable""]"
